Age	fit	ci_lo	ci_hi	model
54	0.014192875542762402	0.011730183617056333	0.017163617587637497	vafSum_allPos_quasibinom
55	0.014811329421712179	0.01229910632530506	0.017827438734291604	vafSum_allPos_quasibinom
56	0.01545630986857902	0.012879717803973451	0.018538669675731624	vafSum_allPos_quasibinom
57	0.01612891709132421	0.01347020041221488	0.01930213754247267	vafSum_allPos_quasibinom
58	0.0168302935943604	0.014068818423661821	0.020122737631567727	vafSum_allPos_quasibinom
59	0.01756162550607668	0.01467405036341684	0.02100530734769719	vafSum_allPos_quasibinom
60	0.018324143920259377	0.015284700862837302	0.021954520712472916	vafSum_allPos_quasibinom
61	0.01911912624853342	0.015899972750936665	0.02297482269746663	vafSum_allPos_quasibinom
62	0.01994789758057776	0.016519490010594245	0.024070412722615408	vafSum_allPos_quasibinom
63	0.020811832048468353	0.017143274449123096	0.025245274435331637	vafSum_allPos_quasibinom
64	0.021712354191070735	0.017771688493740077	0.02650323931916886	vafSum_allPos_quasibinom
65	0.022650940313940608	0.01840536049470482	0.027848067702648523	vafSum_allPos_quasibinom
66	0.023629119839693236	0.019045107504667647	0.029283532146489388	vafSum_allPos_quasibinom
67	0.02464847664327028	0.019691865970479745	0.030813492712586894	vafSum_allPos_quasibinom
68	0.02571065036596369	0.020346635650993893	0.032441958733027555	vafSum_allPos_quasibinom
69	0.026817337701450734	0.021010437983708358	0.034173135779695364	vafSum_allPos_quasibinom
70	0.027970293646450112	0.021684287596350747	0.036011459052761194	vafSum_allPos_quasibinom
71	0.029171332707926666	0.02236917451369531	0.03796161554252071	vafSum_allPos_quasibinom
72	0.03042233005805047	0.023066054394494367	0.04002855752424641	vafSum_allPos_quasibinom
73	0.03172522262735539	0.023775844415057538	0.042217509653311135	vafSum_allPos_quasibinom
74	0.03308201012574262	0.024499422887966752	0.04453397144464763	vafSum_allPos_quasibinom
75	0.034494755980137404	0.02523763119054019	0.046983716422845975	vafSum_allPos_quasibinom
76	0.03596558817673247	0.025991276997026826	0.04957278879789671	vafSum_allPos_quasibinom
77	0.03749669999484274	0.02676113813691371	0.052307498181114055	vafSum_allPos_quasibinom
78	0.0390903506184541	0.027547966643213195	0.055194412602247785	vafSum_allPos_quasibinom
79	0.040748865610578035	0.028352492724211722	0.058240349907383866	vafSum_allPos_quasibinom
80	0.04247463723452763	0.02917542850695093	0.061452367491161695	vafSum_allPos_quasibinom
10	0.4877811294504017	0.24121150030844513	0.7343507585923583	percentageInPanel_exomeCorrection
11	0.4871141371475461	0.24586760347486858	0.7283606708202236	percentageInPanel_exomeCorrection
12	0.4864471448446905	0.2505121356479089	0.7223821540414721	percentageInPanel_exomeCorrection
13	0.4857801525418348	0.2551442973891477	0.716416007694522	percentageInPanel_exomeCorrection
14	0.4851131602389792	0.25976321601653235	0.710463104461426	percentageInPanel_exomeCorrection
15	0.48444616793612355	0.264367937295673	0.7045243985765741	percentageInPanel_exomeCorrection
16	0.48377917563326794	0.2689574160177077	0.6986009352488283	percentageInPanel_exomeCorrection
17	0.48311218333041234	0.2735305052940379	0.6926938613667868	percentageInPanel_exomeCorrection
18	0.4824451910275567	0.2780859443699065	0.6868044376852068	percentageInPanel_exomeCorrection
19	0.48177819872470107	0.2826223447255156	0.6809340527238865	percentageInPanel_exomeCorrection
20	0.48111120642184546	0.28713817419434695	0.675084238649344	percentageInPanel_exomeCorrection
21	0.4804442141189898	0.2916317387826437	0.6692566894553359	percentageInPanel_exomeCorrection
22	0.4797772218161342	0.29610116182063784	0.6634532818116305	percentageInPanel_exomeCorrection
23	0.47911022951327853	0.3005443600140295	0.6576760990125275	percentageInPanel_exomeCorrection
24	0.4784432372104229	0.3049590158924619	0.651927458528384	percentageInPanel_exomeCorrection
25	0.4777762449075673	0.3093425460694236	0.6462099437457111	percentageInPanel_exomeCorrection
26	0.47710925260471165	0.3136920646347172	0.6405264405747061	percentageInPanel_exomeCorrection
27	0.47644226030185605	0.31800434089660357	0.6348801797071085	percentageInPanel_exomeCorrection
28	0.47577526799900044	0.3222757505775022	0.6292747854204988	percentageInPanel_exomeCorrection
29	0.4751082756961448	0.32650221944834856	0.623714331943941	percentageInPanel_exomeCorrection
30	0.47444128339328917	0.33067915826940164	0.6182034085171767	percentageInPanel_exomeCorrection
31	0.4737742910904335	0.33480138780179886	0.6127471943790681	percentageInPanel_exomeCorrection
32	0.4731072987875779	0.3388630525848789	0.6073515449902769	percentageInPanel_exomeCorrection
33	0.4724403064847223	0.3428575221717113	0.6020230907977333	percentageInPanel_exomeCorrection
34	0.47177331418186663	0.3467772786294677	0.5967693497342655	percentageInPanel_exomeCorrection
35	0.471106321879011	0.35061378941727056	0.5915988543407515	percentageInPanel_exomeCorrection
36	0.4704393295761554	0.35435736536123796	0.5865212937910729	percentageInPanel_exomeCorrection
37	0.46977233727329976	0.3579970045085705	0.581547670038029	percentageInPanel_exomeCorrection
38	0.46910534497044415	0.3615202243679124	0.5766904655729759	percentageInPanel_exomeCorrection
39	0.46843835266758854	0.36491288769795205	0.571963817637225	percentageInPanel_exomeCorrection
40	0.4677713603647329	0.3681590309018579	0.5673836898276079	percentageInPanel_exomeCorrection
41	0.4671043680618773	0.3712407095327765	0.562968026590978	percentageInPanel_exomeCorrection
42	0.4664373757590216	0.3741378826191863	0.5587368688988569	percentageInPanel_exomeCorrection
43	0.465770383456166	0.3768283663726764	0.5547124005396556	percentageInPanel_exomeCorrection
44	0.4651033911533104	0.3792878976010865	0.5509188847055343	percentageInPanel_exomeCorrection
45	0.46443639885045473	0.3814903559908548	0.5473824417100547	percentageInPanel_exomeCorrection
46	0.46376940654759913	0.38340819898919953	0.5441306141059987	percentageInPanel_exomeCorrection
47	0.4631024142447435	0.38501315828629207	0.5411916702031949	percentageInPanel_exomeCorrection
48	0.46243542194188786	0.38627722688864563	0.5385936169951301	percentageInPanel_exomeCorrection
49	0.46176842963903225	0.3871739257321517	0.5363629335459128	percentageInPanel_exomeCorrection
50	0.4611014373361766	0.3876797789908197	0.5345230956815336	percentageInPanel_exomeCorrection
51	0.460434445033321	0.3877758572616487	0.5330930328049933	percentageInPanel_exomeCorrection
52	0.4597674527304654	0.387449188083918	0.5320857173770128	percentageInPanel_exomeCorrection
53	0.4591004604276097	0.3866938102653138	0.5315071105899056	percentageInPanel_exomeCorrection
54	0.4584334681247541	0.3855112826412887	0.5313556536082196	percentageInPanel_exomeCorrection
55	0.4577664758218985	0.3839105495507621	0.5316224020930349	percentageInPanel_exomeCorrection
56	0.45709948351904284	0.3819071892544514	0.5322917777836343	percentageInPanel_exomeCorrection
57	0.45643249121618723	0.3795221866406554	0.5333427957917191	percentageInPanel_exomeCorrection
58	0.45576549891333157	0.37678044118244164	0.5347505566442214	percentageInPanel_exomeCorrection
59	0.45509850661047596	0.37370923028167613	0.5364877829392758	percentageInPanel_exomeCorrection
60	0.45443151430762035	0.3703368068664131	0.5385262217488276	percentageInPanel_exomeCorrection
61	0.4537645220047647	0.36669124309761947	0.5408378009119099	percentageInPanel_exomeCorrection
62	0.4530975297019091	0.36279956437940825	0.54339549502441	percentageInPanel_exomeCorrection
63	0.4524305373990535	0.3586871656608426	0.5461739091372644	percentageInPanel_exomeCorrection
64	0.4517635450961978	0.35437747057814356	0.549149619614252	percentageInPanel_exomeCorrection
65	0.4510965527933422	0.34989178098417106	0.5523013246025134	percentageInPanel_exomeCorrection
66	0.4504295604904866	0.34524926421033925	0.555609856770634	percentageInPanel_exomeCorrection
67	0.44976256818763094	0.3404670322498099	0.559058104125452	percentageInPanel_exomeCorrection
68	0.44909557588477533	0.3355602765809277	0.562630875188623	percentageInPanel_exomeCorrection
69	0.44842858358191967	0.33054243188539606	0.5663147352784432	percentageInPanel_exomeCorrection
70	0.44776159127906406	0.325425350134667	0.5700978324234611	percentageInPanel_exomeCorrection
71	0.44709459897620846	0.3202194729877503	0.5739697249646667	percentageInPanel_exomeCorrection
72	0.4464276066733528	0.3149339952180544	0.5779212181286513	percentageInPanel_exomeCorrection
73	0.4457606143704972	0.3095770152322397	0.5819442135087547	percentageInPanel_exomeCorrection
74	0.4450936220676416	0.3041556709804166	0.5860315731548665	percentageInPanel_exomeCorrection
75	0.4444266297647859	0.29867626098033584	0.590176998549236	percentageInPanel_exomeCorrection
76	0.4437596374619303	0.2931443510310232	0.5943749238928374	percentageInPanel_exomeCorrection
77	0.44309264515907465	0.28756486765856537	0.5986204226595839	percentageInPanel_exomeCorrection
78	0.44242565285621904	0.2819421795527214	0.6029091261597167	percentageInPanel_exomeCorrection
79	0.44175866055336344	0.27628016831167135	0.6072371527950555	percentageInPanel_exomeCorrection
80	0.4410916682505078	0.2705822897772524	0.6116010467237631	percentageInPanel_exomeCorrection
