Age	fit	ci_lo	ci_hi	model
80	0.01672527102001583	0.011383761823963234	0.022066780216068425	exome_vafSum_posPath
10	0.002139517724898274	9.843979427416316e-4	0.0046437863987561605	vafSum_allPos_quasibinom
11	0.0022339373194548576	0.0010436926243833874	0.004775068834423697	vafSum_allPos_quasibinom
12	0.002332514028787817	0.0011065345001313165	0.0049101347127749086	vafSum_allPos_quasibinom
13	0.002435430004304822	0.0011731326944195758	0.005049100307415715	vafSum_allPos_quasibinom
14	0.0025428752994956305	0.0012437082404641079	0.005192086279429869	vafSum_allPos_quasibinom
15	0.002655048205591253	0.001318494695673629	0.005339217941443549	vafSum_allPos_quasibinom
16	0.002772155600833205	0.0013977387783601148	0.0054906255491114185	vafSum_allPos_quasibinom
17	0.002894413313845365	0.0014817010243989895	0.005646444624005029	vafSum_allPos_quasibinom
18	0.0030220465016129773	0.0015706564619262075	0.005806816312573442	vafSum_allPos_quasibinom
19	0.003155290042585406	0.0016648953014656094	0.005971887786670575	vafSum_allPos_quasibinom
20	0.0032943889454305868	0.001764723638026108	0.006141812692131128	vafSum_allPos_quasibinom
21	0.00343959877398039	0.001870464160658696	0.006316751653064226	vafSum_allPos_quasibinom
22	0.0035911860889164043	0.0019824568636732723	0.006496872840963672	vafSum_allPos_quasibinom
23	0.0037494289067556853	0.0021010597521304315	0.006682352619461802	vafSum_allPos_quasibinom
24	0.003914617176704854	0.0022266495322753447	0.006873376277646021	vafSum_allPos_quasibinom
25	0.004087053275959248	0.002359622275185767	0.007070138867398784	vafSum_allPos_quasibinom
26	0.004267052524030607	0.002500394038959435	0.00727284616331431	vafSum_allPos_quasibinom
27	0.004454943716692829	0.0026494014311383555	0.007481715767519605	vafSum_allPos_quasibinom
28	0.004651069680139415	0.0028071020885977716	0.007696978386340874	vafSum_allPos_quasibinom
29	0.0048557878459491955	0.002973975046617879	0.007918879311407985	vafSum_allPos_quasibinom
30	0.005069470847457611	0.003150520962060571	0.008147680144722025	vafSum_allPos_quasibinom
31	0.005292507138129852	0.0033372621471916965	0.008383660815723988	vafSum_allPos_quasibinom
32	0.005525301632528394	0.0035347423603533856	0.008627121948860656	vafSum_allPos_quasibinom
33	0.00576827637046164	0.0037435262869597225	0.008878387652987582	vafSum_allPos_quasibinom
34	0.006021871204890997	0.003964198628636762	0.009137808819699464	vafSum_allPos_quasibinom
35	0.006286544514161766	0.0041973626991482745	0.009405767036941166	vafSum_allPos_quasibinom
36	0.006562773939106963	0.004443638402366021	0.009682679247696972	vafSum_allPos_quasibinom
37	0.00685105714555364	0.004703659439255305	0.009969003311883802	vafSum_allPos_quasibinom
38	0.007151912612736569	0.004978069557011867	0.01026524466341879	vafSum_allPos_quasibinom
39	0.007465880448095343	0.0052675176136972824	0.010571964294199175	vafSum_allPos_quasibinom
40	0.0077935232288959535	0.005572651186110635	0.010889788342279839	vafSum_allPos_quasibinom
41	0.008135426871077848	0.005894108398412964	0.011219419611650006	vafSum_allPos_quasibinom
42	0.008492201525680084	0.006232507597345643	0.011561651402526305	vafSum_allPos_quasibinom
43	0.008864482503146642	0.0065884344532552526	0.011917384077490418	vafSum_allPos_quasibinom
44	0.009252931225748696	0.00696242603650714	0.012287644818141256	vafSum_allPos_quasibinom
45	0.009658236208291919	0.00735495142665231	0.012673611018783466	vafSum_allPos_quasibinom
46	0.010081114067197038	0.007766388489697914	0.013076637685231216	vafSum_allPos_quasibinom
47	0.01052231055795294	0.008196996656485857	0.013498289008594884	vafSum_allPos_quasibinom
48	0.0109826016408409	0.00864688592156944	0.013940373896858711	vafSum_allPos_quasibinom
49	0.01146279457471704	0.00911598294323019	0.014404984585003708	vafSum_allPos_quasibinom
50	0.011963729038514954	0.009603996148835397	0.01489453641992227	vafSum_allPos_quasibinom
51	0.012486278279992501	0.010110383183385092	0.01541180548161306	vafSum_allPos_quasibinom
52	0.013031350291093133	0.010634325812096402	0.015959958927851053	vafSum_allPos_quasibinom
53	0.013599889009123503	0.011174719193495407	0.016542571142411703	vafSum_allPos_quasibinom
