exomePanelCorrection	n_samples	n_sources	cor_estimate	cor_p_value	age_beta_per_year	age_se	age_p_value	age_r_squared	mean_frac	median_frac	sd_frac	iqr_frac
0.44281880470023366	34	1	0.7504984752839127	3.198586398574608e-7	-6.669923028556274e-4	0.002736281818978462	0.8089737860420071	0.0018533795085049277	0.4595712785237433	0.42989118376437496	0.2039951679066617	0.27876467889128614
